Gene_ID	Gene_Symbol	Species	Gene Name
4292	MLH1	Homo sapiens	mutL homolog 1(MLH1)
53822	fxyd7	Homo sapiens	FXYD domain containing ion transport regulator 7(FXYD7)
53820	RIPPLY3	Homo sapiens	ripply transcriptional repressor 3(RIPPLY3)
53826	FXYD6	Homo sapiens	FXYD domain containing ion transport regulator 6(FXYD6)
53829	P2RY13	Homo sapiens	purinergic receptor P2Y13(P2RY13)
132625	ZFP42	Homo sapiens	ZFP42 zinc finger protein(ZFP42)
26205	GMEB2	Homo sapiens	glucocorticoid modulatory element binding protein 2(GMEB2)
26207	PITPNC1	Homo sapiens	"phosphatidylinositol transfer protein, cytoplasmic 1(PITPNC1)"
26206	SPAG8	Homo sapiens	sperm associated antigen 8(SPAG8)
133957	CCDC127	Homo sapiens	coiled-coil domain containing 127(CCDC127)
53833	IL20RB	Homo sapiens	interleukin 20 receptor subunit beta(IL20RB)
53834	FGFRL1	Homo sapiens	fibroblast growth factor receptor-like 1(FGFRL1)
53832	IL20RA	Homo sapiens	interleukin 20 receptor subunit alpha(IL20RA)
53838	C11orf24	Homo sapiens	chromosome 11 open reading frame 24(C11orf24)
144608	C12orf60	Homo sapiens	chromosome 12 open reading frame 60(C12orf60)
53836	GPR87	Homo sapiens	G protein-coupled receptor 87(GPR87)
348995	NUP43	Homo sapiens	nucleoporin 43(NUP43)
53840	TRIM34	Homo sapiens	tripartite motif containing 34(TRIM34)
53841	CDHR5	Homo sapiens	cadherin related family member 5(CDHR5)
145942	TMCO5A	Homo sapiens	transmembrane and coiled-coil domains 5A(TMCO5A)
53842	CLDN22	Homo sapiens	claudin 22(CLDN22)
373863	DND1	Homo sapiens	DND microRNA-mediated repression inhibitor 1(DND1)
348980	HCN1	Homo sapiens	hyperpolarization activated cyclic nucleotide gated potassium channel 1(HCN1)
157922	CAMSAP1	Homo sapiens	calmodulin regulated spectrin associated protein 1(CAMSAP1)
157927	C9orf62	Homo sapiens	chromosome 9 open reading frame 62(C9orf62)
64506	CPEB1	Homo sapiens	cytoplasmic polyadenylation element binding protein 1(CPEB1)
145957	NRG4	Homo sapiens	neuregulin 4(NRG4)
64518	TEKT3	Homo sapiens	tektin 3(TEKT3)
51201	ZDHHC2	Homo sapiens	zinc finger DHHC-type containing 2(ZDHHC2)
51200	CPA4	Homo sapiens	carboxypeptidase A4(CPA4)
51203	NUSAP1	Homo sapiens	nucleolar and spindle associated protein 1(NUSAP1)
51202	DDX47	Homo sapiens	DEAD-box helicase 47(DDX47)
51205	ACP6	Homo sapiens	"acid phosphatase 6, lysophosphatidic(ACP6)"
51204	taco1	Homo sapiens	translational activator of cytochrome c oxidase I(TACO1)
51207	DUSP13	Homo sapiens	dual specificity phosphatase 13(DUSP13)
51206	GP6	Homo sapiens	glycoprotein VI platelet(GP6)
51209	rab9b	Homo sapiens	"RAB9B, member RAS oncogene family(RAB9B)"
51208	CLDN18	Homo sapiens	claudin 18(CLDN18)
89801	PPP1R3F	Homo sapiens	protein phosphatase 1 regulatory subunit 3F(PPP1R3F)
51213	LUZP4	Homo sapiens	leucine zipper protein 4(LUZP4)
407738	FAM19A1	Homo sapiens	"family with sequence similarity 19 member A1, C-C motif chemokine like(FAM19A1)"
51218	GLRX5	Homo sapiens	glutaredoxin 5(GLRX5)
133923	ZNF474	Homo sapiens	zinc finger protein 474(ZNF474)
89839	Arhgap11b	Homo sapiens	Rho GTPase activating protein 11B(ARHGAP11B)
51222	ZNF219	Homo sapiens	zinc finger protein 219(ZNF219)
51225	ABI3	Homo sapiens	ABI family member 3(ABI3)
51224	TCEB3B	Homo sapiens	transcription elongation factor B subunit 3B(TCEB3B)
89832	CHRFAM7A	Homo sapiens	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion(CHRFAM7A)
51227	PIGP	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class P(PIGP)
51226	COPZ2	Homo sapiens	coatomer protein complex subunit zeta 2(COPZ2)
51228	GLTP	Homo sapiens	glycolipid transfer protein(GLTP)
100131439	CD300LD	Homo sapiens	CD300 molecule like family member d(CD300LD)
51230	PHF20	Homo sapiens	PHD finger protein 20(PHF20)
90809	TMEM55B	Homo sapiens	transmembrane protein 55B(TMEM55B)
51232	CRIM1	Homo sapiens	cysteine rich transmembrane BMP regulator 1(CRIM1)
51231	VRK3	Homo sapiens	vaccinia related kinase 3(VRK3)
51234	EMC4	Homo sapiens	ER membrane protein complex subunit 4(EMC4)
51233	DRICH1	Homo sapiens	aspartate rich 1(DRICH1)
51236	HGH1	Homo sapiens	HGH1 homolog(HGH1)
89822	KCNK17	Homo sapiens	potassium two pore domain channel subfamily K member 17(KCNK17)
348938	NIPAL4	Homo sapiens	NIPA like domain containing 4(NIPAL4)
51237	MZB1	Homo sapiens	marginal zone B and B1 cell specific protein(MZB1)
51239	ankrd39	Homo sapiens	ankyrin repeat domain 39(ANKRD39)
90806	ANGEL2	Homo sapiens	angel homolog 2(ANGEL2)
129049	SGSM1	Homo sapiens	small G protein signaling modulator 1(SGSM1)
154007	SNRNP48	Homo sapiens	small nuclear ribonucleoprotein U11/U12 subunit 48(SNRNP48)
26279	PLA2G2D	Homo sapiens	phospholipase A2 group IID(PLA2G2D)
26272	FBXO4	Homo sapiens	F-box protein 4(FBXO4)
170961	ANKRD24	Homo sapiens	ankyrin repeat domain 24(ANKRD24)
26271	FBXO5	Homo sapiens	F-box protein 5(FBXO5)
170960	znf721	Homo sapiens	zinc finger protein 721(ZNF721)
26273	FBXO3	Homo sapiens	F-box protein 3(FBXO3)
26276	VPS33B	Homo sapiens	"VPS33B, late endosome and lysosome associated(VPS33B)"
26275	HIBCH	Homo sapiens	3-hydroxyisobutyryl-CoA hydrolase(HIBCH)
26278	SACS	Homo sapiens	sacsin molecular chaperone(SACS)
26277	TINF2	Homo sapiens	TERF1 interacting nuclear factor 2(TINF2)
26270	FBXO6	Homo sapiens	F-box protein 6(FBXO6)
131377	KLHL40	Homo sapiens	kelch like family member 40(KLHL40)
170959	ZNF431	Homo sapiens	zinc finger protein 431(ZNF431)
26285	cldn17	Homo sapiens	claudin 17(CLDN17)
26284	ERAL1	Homo sapiens	Era like 12S mitochondrial rRNA chaperone 1(ERAL1)
169966	FAM46D	Homo sapiens	family with sequence similarity 46 member D(FAM46D)
26287	ANKRD2	Homo sapiens	ankyrin repeat domain 2(ANKRD2)
170954	PPP1R18	Homo sapiens	protein phosphatase 1 regulatory subunit 18(PPP1R18)
26286	ARFGAP3	Homo sapiens	ADP ribosylation factor GTPase activating protein 3(ARFGAP3)
26289	ak5	Homo sapiens	adenylate kinase 5(AK5)
26281	FGF20	Homo sapiens	fibroblast growth factor 20(FGF20)
129025	ZNF280A	Homo sapiens	zinc finger protein 280A(ZNF280A)
26258	BLOC1S6	Homo sapiens	biogenesis of lysosomal organelles complex 1 subunit 6(BLOC1S6)
26257	NKX2-8	Homo sapiens	NK2 homeobox 8(NKX2-8)
26259	FBXW8	Homo sapiens	F-box and WD repeat domain containing 8(FBXW8)
26251	KCNG2	Homo sapiens	potassium voltage-gated channel modifier subfamily G member 2(KCNG2)
168667	BMPER	Homo sapiens	BMP binding endothelial regulator(BMPER)
26254	OPTC	Homo sapiens	opticin(OPTC)
26253	CLEC4E	Homo sapiens	C-type lectin domain family 4 member E(CLEC4E)
26256	CABYR	Homo sapiens	calcium binding tyrosine phosphorylation regulated(CABYR)
144699	FBXL14	Homo sapiens	F-box and leucine rich repeat protein 14(FBXL14)
26269	FBXO8	Homo sapiens	F-box protein 8(FBXO8)
26268	FBXO9	Homo sapiens	F-box protein 9(FBXO9)
202559	KHDRBS2	Homo sapiens	"KH RNA binding domain containing, signal transduction associated 2(KHDRBS2)"
143384	CACUL1	Homo sapiens	CDK2 associated cullin domain 1(CACUL1)
26261	FBXO24	Homo sapiens	F-box protein 24(FBXO24)
26260	FBXO25	Homo sapiens	F-box protein 25(FBXO25)
26263	FBXO22	Homo sapiens	F-box protein 22(FBXO22)
201232	SLC16A13	Homo sapiens	solute carrier family 16 member 13(SLC16A13)
26262	TSPAN17	Homo sapiens	tetraspanin 17(TSPAN17)
26267	FBXO10	Homo sapiens	F-box protein 10(FBXO10)
503497	MS4A13	Homo sapiens	membrane spanning 4-domains A13(MS4A13)
143379	C10orf82	Homo sapiens	chromosome 10 open reading frame 82(C10orf82)
26266	SLC13A4	Homo sapiens	solute carrier family 13 member 4(SLC13A4)
130074	FAM168B	Homo sapiens	family with sequence similarity 168 member B(FAM168B)
129080	EMID1	Homo sapiens	EMI domain containing 1(EMID1)
26235	FBXL4	Homo sapiens	F-box and leucine rich repeat protein 4(FBXL4)
26239	LCE2B	Homo sapiens	late cornified envelope 2B(LCE2B)
26230	TIAM2	Homo sapiens	T-cell lymphoma invasion and metastasis 2(TIAM2)
26232	FBXO2	Homo sapiens	F-box protein 2(FBXO2)
26231	LRRC29	Homo sapiens	leucine rich repeat containing 29(LRRC29)
26234	FBXL5	Homo sapiens	F-box and leucine rich repeat protein 5(FBXL5)
26233	FBXL6	Homo sapiens	F-box and leucine rich repeat protein 6(FBXL6)
132660	LIN54	Homo sapiens	lin-54 DREAM MuvB core complex component(LIN54)
26249	KLHL3	Homo sapiens	kelch like family member 3(KLHL3)
201255	LRRC45	Homo sapiens	leucine rich repeat containing 45(LRRC45)
201254	CENPX	Homo sapiens	centromere protein X(CENPX)
26240	FAM50B	Homo sapiens	family with sequence similarity 50 member B(FAM50B)
252839	TMEM9	Homo sapiens	transmembrane protein 9(TMEM9)
132671	SPATA18	Homo sapiens	spermatogenesis associated 18(SPATA18)
130013	ACMSD	Homo sapiens	aminocarboxymuconate semialdehyde decarboxylase(ACMSD)
492311	IGIP	Homo sapiens	IgA inducing protein(IGIP)
168620	BHLHA15	Homo sapiens	basic helix-loop-helix family member a15(BHLHA15)
201266	SLC39A11	Homo sapiens	solute carrier family 39 member 11(SLC39A11)
130026	ICA1L	Homo sapiens	islet cell autoantigen 1 like(ICA1L)
26225	ARL5A	Homo sapiens	ADP ribosylation factor like GTPase 5A(ARL5A)
26224	FBXL3	Homo sapiens	F-box and leucine rich repeat protein 3(FBXL3)
26227	PHGDH	Homo sapiens	phosphoglycerate dehydrogenase(PHGDH)
26229	B3GAT3	Homo sapiens	"beta-1,3-glucuronyltransferase 3(B3GAT3)"
26228	STAP1	Homo sapiens	signal transducing adaptor family member 1(STAP1)
6906	SERPINA7	Homo sapiens	serpin family A member 7(SERPINA7)
6905	TBCE	Homo sapiens	tubulin folding cofactor E(TBCE)
6908	TBP	Homo sapiens	TATA-box binding protein(TBP)
6907	TBL1X	Homo sapiens	transducin beta like 1X-linked(TBL1X)
6909	TBX2	Homo sapiens	T-box 2(TBX2)
6900	CNTN2	Homo sapiens	contactin 2(CNTN2)
6902	TBCA	Homo sapiens	tubulin folding cofactor A(TBCA)
6901	TAZ	Homo sapiens	tafazzin(TAZ)
6904	TBCD	Homo sapiens	tubulin folding cofactor D(TBCD)
6903	TBCC	Homo sapiens	tubulin folding cofactor C(TBCC)
253714	MMS22L	Homo sapiens	"MMS22 like, DNA repair protein(MMS22L)"
6917	TCEA1	Homo sapiens	transcription elongation factor A1(TCEA1)
6916	TBXAS1	Homo sapiens	thromboxane A synthase 1(TBXAS1)
6919	TCEA2	Homo sapiens	transcription elongation factor A2(TCEA2)
6911	TBX6	Homo sapiens	T-box 6(TBX6)
6910	TBX5	Homo sapiens	T-box 5(TBX5)
6913	TBX15	Homo sapiens	T-box 15(TBX15)
6915	TBXA2R	Homo sapiens	thromboxane A2 receptor(TBXA2R)
253725	FAM21C	Homo sapiens	family with sequence similarity 21 member C(FAM21C)
6928	HNF1B	Homo sapiens	HNF1 homeobox B(HNF1B)
6927	HNF1A	Homo sapiens	HNF1 homeobox A(HNF1A)
6929	TCF3	Homo sapiens	transcription factor 3(TCF3)
202151	RANBP3L	Homo sapiens	RAN binding protein 3 like(RANBP3L)
6920	TCEA3	Homo sapiens	transcription elongation factor A3(TCEA3)
6921	TCEB1	Homo sapiens	transcription elongation factor B subunit 1(TCEB1)
6924	TCEB3	Homo sapiens	transcription elongation factor B subunit 3(TCEB3)
6923	TCEB2	Homo sapiens	transcription elongation factor B subunit 2(TCEB2)
6926	TBX3	Homo sapiens	T-box 3(TBX3)
6925	TCF4	Homo sapiens	transcription factor 4(TCF4)
6940	ZNF354A	Homo sapiens	zinc finger protein 354A(ZNF354A)
5607	map2k5	Homo sapiens	mitogen-activated protein kinase kinase 5(MAP2K5)
5608	MAP2K6	Homo sapiens	mitogen-activated protein kinase kinase 6(MAP2K6)
6938	TCF12	Homo sapiens	transcription factor 12(TCF12)
5609	MAP2K7	Homo sapiens	mitogen-activated protein kinase kinase 7(MAP2K7)
5600	MAPK11	Homo sapiens	mitogen-activated protein kinase 11(MAPK11)
5601	MAPK9	Homo sapiens	mitogen-activated protein kinase 9(MAPK9)
5602	MAPK10	Homo sapiens	mitogen-activated protein kinase 10(MAPK10)
6932	TCF7	Homo sapiens	"transcription factor 7 (T-cell specific, HMG-box)(TCF7)"
5603	mapk13	Homo sapiens	mitogen-activated protein kinase 13(MAPK13)
6935	ZEB1	Homo sapiens	zinc finger E-box binding homeobox 1(ZEB1)
5604	MAP2K1	Homo sapiens	mitogen-activated protein kinase kinase 1(MAP2K1)
6934	TCF7L2	Homo sapiens	transcription factor 7 like 2(TCF7L2)
5605	MAP2K2	Homo sapiens	mitogen-activated protein kinase kinase 2(MAP2K2)
5606	MAP2K3	Homo sapiens	mitogen-activated protein kinase kinase 3(MAP2K3)
6936	GCFC2	Homo sapiens	GC-rich sequence DNA-binding factor 2(GCFC2)
5620	PRM2	Homo sapiens	protamine 2(PRM2)
6950	TCP1	Homo sapiens	t-complex 1(TCP1)
165055	CCDC138	Homo sapiens	coiled-coil domain containing 138(CCDC138)
5618	PRLR	Homo sapiens	prolactin receptor(PRLR)
5619	PRM1	Homo sapiens	protamine 1(PRM1)
6949	TCOF1	Homo sapiens	treacle ribosome biogenesis factor 1(TCOF1)
5610	eif2ak2	Homo sapiens	eukaryotic translation initiation factor 2 alpha kinase 2(EIF2AK2)
6942	tcf20	Homo sapiens	transcription factor 20(TCF20)
5611	DNAJC3	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C3(DNAJC3)
6941	TCF19	Homo sapiens	transcription factor 19(TCF19)
5612	THAP12	Homo sapiens	THAP domain containing 12(THAP12)
6944	vps72	Homo sapiens	vacuolar protein sorting 72 homolog(VPS72)
5613	PRKX	Homo sapiens	"protein kinase, X-linked(PRKX)"
6943	TCF21	Homo sapiens	transcription factor 21(TCF21)
6945	MLX	Homo sapiens	"MLX, MAX dimerization protein(MLX)"
192670	AGO4	Homo sapiens	"argonaute 4, RISC catalytic component(AGO4)"
6948	TCN2	Homo sapiens	transcobalamin 2(TCN2)
5617	PRL	Homo sapiens	prolactin(PRL)
6947	TCN1	Homo sapiens	transcobalamin 1(TCN1)
5630	PRPH	Homo sapiens	peripherin(PRPH)
4300	MLLT3	Homo sapiens	"MLLT3, super elongation complex subunit(MLLT3)"
5631	PRPS1	Homo sapiens	phosphoribosyl pyrophosphate synthetase 1(PRPS1)
166379	BBS12	Homo sapiens	Bardet-Biedl syndrome 12(BBS12)
166378	SPATA5	Homo sapiens	spermatogenesis associated 5(SPATA5)
5629	PROX1	Homo sapiens	prospero homeobox 1(PROX1)
100133941	CD24	Homo sapiens	CD24 molecule(CD24)
5621	PRNP	Homo sapiens	prion protein(PRNP)
5623	PSPN	Homo sapiens	persephin(PSPN)
5624	PROC	Homo sapiens	"protein C, inactivator of coagulation factors Va and VIIIa(PROC)"
6954	TCP11	Homo sapiens	t-complex 11(TCP11)
5626	prop1	Homo sapiens	PROP paired-like homeobox 1(PROP1)
5627	PROS1	Homo sapiens	protein S (alpha)(PROS1)
253769	WDR27	Homo sapiens	WD repeat domain 27(WDR27)
192683	SCAMP5	Homo sapiens	secretory carrier membrane protein 5(SCAMP5)
5641	LGMN	Homo sapiens	legumain(LGMN)
4311	MME	Homo sapiens	membrane metalloendopeptidase(MME)
165082	ADGRF3	Homo sapiens	adhesion G protein-coupled receptor F3(ADGRF3)
4301	AFDN	Homo sapiens	"afadin, adherens junction formation factor(AFDN)"
4302	MLLT6	Homo sapiens	"MLLT6, PHD finger domain containing(MLLT6)"
253738	EBF3	Homo sapiens	early B-cell factor 3(EBF3)
4303	FOXO4	Homo sapiens	forkhead box O4(FOXO4)
5634	PRPS2	Homo sapiens	phosphoribosyl pyrophosphate synthetase 2(PRPS2)
5635	PRPSAP1	Homo sapiens	phosphoribosyl pyrophosphate synthetase associated protein 1(PRPSAP1)
5636	PRPSAP2	Homo sapiens	phosphoribosyl pyrophosphate synthetase associated protein 2(PRPSAP2)
4306	NR3C2	Homo sapiens	nuclear receptor subfamily 3 group C member 2(NR3C2)
5638	PRRG1	Homo sapiens	proline rich and Gla domain 1(PRRG1)
4308	TRPM1	Homo sapiens	transient receptor potential cation channel subfamily M member 1(TRPM1)
5639	prrg2	Homo sapiens	proline rich and Gla domain 2(PRRG2)
5650	KLK7	Homo sapiens	kallikrein related peptidase 7(KLK7)
4320	MMP11	Homo sapiens	matrix metallopeptidase 11(MMP11)
5651	TMPRSS15	Homo sapiens	"transmembrane protease, serine 15(TMPRSS15)"
4321	MMP12	Homo sapiens	matrix metallopeptidase 12(MMP12)
5652	PRSS8	Homo sapiens	"protease, serine 8(PRSS8)"
4322	MMP13	Homo sapiens	matrix metallopeptidase 13(MMP13)
5653	KLK6	Homo sapiens	kallikrein related peptidase 6(KLK6)
192666	KRT24	Homo sapiens	keratin 24(KRT24)
192669	AGO3	Homo sapiens	"argonaute 3, RISC catalytic component(AGO3)"
4312	MMP1	Homo sapiens	matrix metallopeptidase 1(MMP1)
153090	DAB2IP	Homo sapiens	DAB2 interacting protein(DAB2IP)
4313	MMP2	Homo sapiens	matrix metallopeptidase 2(MMP2)
5644	prss1	Homo sapiens	"protease, serine 1(PRSS1)"
4314	MMP3	Homo sapiens	matrix metallopeptidase 3(MMP3)
5645	PRSS2	Homo sapiens	"protease, serine 2(PRSS2)"
5646	PRSS3	Homo sapiens	"protease, serine 3(PRSS3)"
4316	MMP7	Homo sapiens	matrix metallopeptidase 7(MMP7)
4317	MMP8	Homo sapiens	matrix metallopeptidase 8(MMP8)
5648	masp1	Homo sapiens	mannan binding lectin serine peptidase 1(MASP1)
4318	MMP9	Homo sapiens	matrix metallopeptidase 9(MMP9)
5649	RELN	Homo sapiens	reelin(RELN)
4319	MMP10	Homo sapiens	matrix metallopeptidase 10(MMP10)
6991	TCTE3	Homo sapiens	t-complex-associated-testis-expressed 3(TCTE3)
5660	PSAP	Homo sapiens	prosaposin(PSAP)
6990	DYNLT3	Homo sapiens	dynein light chain Tctex-type 3(DYNLT3)
4330	MN1	Homo sapiens	"MN1 proto-oncogene, transcriptional regulator(MN1)"
6993	DYNLT1	Homo sapiens	dynein light chain Tctex-type 1(DYNLT1)
4331	MNAT1	Homo sapiens	"MNAT1, CDK activating kinase assembly factor(MNAT1)"
5662	PSD	Homo sapiens	pleckstrin and Sec7 domain containing(PSD)
6992	PPP1R11	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 11(PPP1R11)
4332	MNDA	Homo sapiens	myeloid cell nuclear differentiation antigen(MNDA)
5663	PSEN1	Homo sapiens	presenilin 1(PSEN1)
5664	PSEN2	Homo sapiens	presenilin 2(PSEN2)
100131303	LOC100131303	Homo sapiens	uncharacterized LOC100131303(LOC100131303)
3002	GZMB	Homo sapiens	granzyme B(GZMB)
3001	GZMA	Homo sapiens	granzyme A(GZMA)
3000	GUCY2D	Homo sapiens	"guanylate cyclase 2D, retinal(GUCY2D)"
51360	MBTPS2	Homo sapiens	"membrane bound transcription factor peptidase, site 2(MBTPS2)"
51362	CDC40	Homo sapiens	cell division cycle 40(CDC40)
51361	HOOK1	Homo sapiens	hook microtubule tethering protein 1(HOOK1)
51364	ZMYND10	Homo sapiens	zinc finger MYND-type containing 10(ZMYND10)
51363	CHST15	Homo sapiens	carbohydrate sulfotransferase 15(CHST15)
51366	UBR5	Homo sapiens	ubiquitin protein ligase E3 component n-recognin 5(UBR5)
89978	DPH6	Homo sapiens	diphthamine biosynthesis 6(DPH6)
51365	PLA1A	Homo sapiens	phospholipase A1 member A(PLA1A)
4323	MMP14	Homo sapiens	matrix metallopeptidase 14(MMP14)
5654	HTRA1	Homo sapiens	HtrA serine peptidase 1(HTRA1)
51368	TEX264	Homo sapiens	testis expressed 264(TEX264)
4324	MMP15	Homo sapiens	matrix metallopeptidase 15(MMP15)
5655	KLK10	Homo sapiens	kallikrein related peptidase 10(KLK10)
51367	POP5	Homo sapiens	"POP5 homolog, ribonuclease P/MRP subunit(POP5)"
4325	MMP16	Homo sapiens	matrix metallopeptidase 16(MMP16)
6988	TCTA	Homo sapiens	T-cell leukemia translocation altered(TCTA)
90956	ADCK2	Homo sapiens	aarF domain containing kinase 2(ADCK2)
4326	MMP17	Homo sapiens	matrix metallopeptidase 17(MMP17)
5657	PRTN3	Homo sapiens	proteinase 3(PRTN3)
90957	DHX57	Homo sapiens	DExH-box helicase 57(DHX57)
4329	ALDH6A1	Homo sapiens	aldehyde dehydrogenase 6 family member A1(ALDH6A1)
89970	RSPRY1	Homo sapiens	ring finger and SPRY domain containing 1(RSPRY1)
5670	PSG2	Homo sapiens	pregnancy specific beta-1-glycoprotein 2(PSG2)
4340	MOG	Homo sapiens	myelin oligodendrocyte glycoprotein(MOG)
5671	psg3	Homo sapiens	pregnancy specific beta-1-glycoprotein 3(PSG3)
64682	ANAPC1	Homo sapiens	anaphase promoting complex subunit 1(ANAPC1)
5672	psg4	Homo sapiens	pregnancy specific beta-1-glycoprotein 4(PSG4)
4342	MOS	Homo sapiens	v-mos Moloney murine sarcoma viral oncogene homolog(MOS)
5673	PSG5	Homo sapiens	pregnancy specific beta-1-glycoprotein 5(PSG5)
347273	MURC	Homo sapiens	muscle related coiled-coil protein(MURC)
4343	MOV10	Homo sapiens	Mov10 RISC complex RNA helicase(MOV10)
90952	ESAM	Homo sapiens	endothelial cell adhesion molecule(ESAM)
3013	HIST1H2AD	Homo sapiens	histone cluster 1 H2A family member d(HIST1H2AD)
64689	GORASP1	Homo sapiens	golgi reassembly stacking protein 1(GORASP1)
3012	HIST1H2AE	Homo sapiens	histone cluster 1 H2A family member e(HIST1H2AE)
3010	hist1h1t	Homo sapiens	histone cluster 1 H1 family member t(HIST1H1T)
51371	POMP	Homo sapiens	proteasome maturation protein(POMP)
3009	HIST1H1B	Homo sapiens	histone cluster 1 H1 family member b(HIST1H1B)
3008	HIST1H1E	Homo sapiens	histone cluster 1 H1 family member e(HIST1H1E)
51373	MRPS17	Homo sapiens	mitochondrial ribosomal protein S17(MRPS17)
3007	Hist1h1d	Homo sapiens	histone cluster 1 H1 family member d(HIST1H1D)
51372	TMA7	Homo sapiens	translation machinery associated 7 homolog(TMA7)
3006	HIST1H1C	Homo sapiens	histone cluster 1 H1 family member c(HIST1H1C)
51375	SNX7	Homo sapiens	sorting nexin 7(SNX7)
3005	H1F0	Homo sapiens	H1 histone family member 0(H1F0)
51374	ATRAID	Homo sapiens	all-trans retinoic acid induced differentiation factor(ATRAID)
3004	GZMM	Homo sapiens	granzyme M(GZMM)
51377	UCHL5	Homo sapiens	ubiquitin C-terminal hydrolase L5(UCHL5)
3003	GZMK	Homo sapiens	granzyme K(GZMK)
6997	TDGF1	Homo sapiens	teratocarcinoma-derived growth factor 1(TDGF1)
51379	CRLF3	Homo sapiens	cytokine receptor like factor 3(CRLF3)
4335	MNT	Homo sapiens	MAX network transcriptional repressor(MNT)
6996	TDG	Homo sapiens	thymine DNA glycosylase(TDG)
51378	ANGPT4	Homo sapiens	angiopoietin 4(ANGPT4)
4336	MOBP	Homo sapiens	myelin-associated oligodendrocyte basic protein(MOBP)
6999	TDO2	Homo sapiens	"tryptophan 2,3-dioxygenase(TDO2)"
4337	MOCS1	Homo sapiens	molybdenum cofactor synthesis 1(MOCS1)
4338	mocs2	Homo sapiens	molybdenum cofactor synthesis 2(MOCS2)
5669	PSG1	Homo sapiens	pregnancy specific beta-1-glycoprotein 1(PSG1)
5680	PSG11	Homo sapiens	pregnancy specific beta-1-glycoprotein 11(PSG11)
4350	MPG	Homo sapiens	N-methylpurine DNA glycosylase(MPG)
5681	PSKH1	Homo sapiens	protein serine kinase H1(PSKH1)
4351	MPI	Homo sapiens	mannose phosphate isomerase(MPI)
5682	PSMA1	Homo sapiens	proteasome subunit alpha 1(PSMA1)
4352	MPL	Homo sapiens	"MPL proto-oncogene, thrombopoietin receptor(MPL)"
5683	PSMA2	Homo sapiens	proteasome subunit alpha 2(PSMA2)
4353	MPO	Homo sapiens	myeloperoxidase(MPO)
5684	PSMA3	Homo sapiens	proteasome subunit alpha 3(PSMA3)
4354	MPP1	Homo sapiens	membrane palmitoylated protein 1(MPP1)
5685	PSMA4	Homo sapiens	proteasome subunit alpha 4(PSMA4)
4355	MPP2	Homo sapiens	membrane palmitoylated protein 2(MPP2)
5686	PSMA5	Homo sapiens	proteasome subunit alpha 5(PSMA5)
3024	Hist1h1a	Homo sapiens	histone cluster 1 H1 family member a(HIST1H1A)
64699	TMPRSS3	Homo sapiens	"transmembrane protease, serine 3(TMPRSS3)"
3021	H3F3B	Homo sapiens	H3 histone family member 3B(H3F3B)
3020	H3F3A	Homo sapiens	H3 histone family member 3A(H3F3A)
51380	CSAD	Homo sapiens	cysteine sulfinic acid decarboxylase(CSAD)
51382	ATP6V1D	Homo sapiens	ATPase H+ transporting V1 subunit D(ATP6V1D)
3018	HIST1H2BB	Homo sapiens	histone cluster 1 H2B family member b(HIST1H2BB)
3017	HIST1H2BD	Homo sapiens	histone cluster 1 H2B family member d(HIST1H2BD)
51386	EIF3L	Homo sapiens	eukaryotic translation initiation factor 3 subunit L(EIF3L)
3015	H2AFZ	Homo sapiens	H2A histone family member Z(H2AFZ)
100287171	WASH1	Homo sapiens	WAS protein family homolog 1(WASH1)
51388	NIP7	Homo sapiens	"NIP7, nucleolar pre-rRNA processing protein(NIP7)"
3014	H2AFX	Homo sapiens	H2A histone family member X(H2AFX)
4345	CD200	Homo sapiens	CD200 molecule(CD200)
51389	RWDD1	Homo sapiens	RWD domain containing 1(RWDD1)
5678	Psg9	Homo sapiens	pregnancy specific beta-1-glycoprotein 9(PSG9)
5690	PSMB2	Homo sapiens	proteasome subunit beta 2(PSMB2)
4360	MRC1	Homo sapiens	"mannose receptor, C type 1(MRC1)"
5691	PSMB3	Homo sapiens	proteasome subunit beta 3(PSMB3)
4361	MRE11	Homo sapiens	"MRE11 homolog, double strand break repair nuclease(MRE11)"
5692	PSMB4	Homo sapiens	proteasome subunit beta 4(PSMB4)
5693	PSMB5	Homo sapiens	proteasome subunit beta 5(PSMB5)
4363	abcc1	Homo sapiens	ATP binding cassette subfamily C member 1(ABCC1)
5694	PSMB6	Homo sapiens	proteasome subunit beta 6(PSMB6)
5695	PSMB7	Homo sapiens	proteasome subunit beta 7(PSMB7)
5696	PSMB8	Homo sapiens	proteasome subunit beta 8(PSMB8)
5697	PYY	Homo sapiens	peptide YY(PYY)
3035	HARS	Homo sapiens	histidyl-tRNA synthetase(HARS)
3033	HADH	Homo sapiens	hydroxyacyl-CoA dehydrogenase(HADH)
3032	HADHB	Homo sapiens	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit(HADHB)"
3030	HADHA	Homo sapiens	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit(HADHA)"
51390	AIG1	Homo sapiens	androgen induced 1(AIG1)
